Timestamp;p227;p235;PUMP_1
2018-01-26 22:50:00;81,76;90,37;44,07
2018-01-26 22:55:00;86,71;92,57;44,05
2018-01-26 23:00:00;92,12;100,08;44,02
2018-01-26 23:05:00;85,46;91,08;44,05
2018-01-26 23:10:00;86,44;90,34;44,05
2018-01-26 23:15:00;88,12;96,36;44,03
2018-01-26 23:20:00;85,08;90,14;44,05
2018-01-26 23:25:00;82,07;88,05;44,06
2018-01-26 23:30:00;82,98;91,43;44,05
2018-01-26 23:35:00;88,45;96,61;44,02
2018-01-26 23:40:00;81,41;88,22;44,05
2018-01-26 23:45:00;82,98;91,34;44,04
2018-01-26 23:50:00;83,09;88,93;44,04
2018-01-26 23:55:00;76,52;83,39;44,07
2018-01-27 00:00:00;80,83;88,4;44,05
2018-01-27 00:05:00;80,25;87,85;44,04
2018-01-27 00:10:00;82,31;89,3;44,03
2018-01-27 00:15:00;79,81;89,08;44,04
2018-01-27 00:20:00;82,17;89,67;44,02
2018-01-27 00:25:00;80,28;86,91;44,04
2018-01-27 00:30:00;81,04;85,61;44,03
2018-01-27 00:35:00;77,94;84,69;44,04
2018-01-27 00:40:00;75,08;81,32;44,04
2018-01-27 00:45:00;73,55;79,46;44,05
2018-01-27 00:50:00;73,81;84,45;44,04
2018-01-27 00:55:00;71,85;77,56;44,05
2018-01-27 01:00:00;74,08;80,97;44,04
2018-01-27 01:05:00;72,7;77,79;44,05
2018-01-27 01:10:00;66,46;72,6;44,06
2018-01-27 01:15:00;66,42;73,2;44,07
2018-01-27 01:20:00;69,3;76,23;44,05
2018-01-27 01:25:00;70,78;75,73;44,04
2018-01-27 01:30:00;70,9;75,11;44,04
2018-01-27 01:35:00;69,28;76,99;44,04
2018-01-27 01:40:00;64,77;70,37;44,06
2018-01-27 01:45:00;65,46;73,42;44,05
2018-01-27 01:50:00;64,91;68,98;44,06
2018-01-27 01:55:00;61,49;68,73;44,05
2018-01-27 02:00:00;64,31;71,76;44,04
2018-01-27 02:05:00;59,91;67,82;44,06
2018-01-27 02:10:00;61,94;66,28;44,05
2018-01-27 02:15:00;62,46;69,76;44,04
2018-01-27 02:20:00;61,62;69,35;44,04
2018-01-27 02:25:00;60,17;66,91;44,05
2018-01-27 02:30:00;59,41;68,03;44,04
2018-01-27 02:35:00;62,49;68,87;44,03
2018-01-27 02:40:00;57,82;65,06;44,04
2018-01-27 02:45:00;55,54;62,94;44,05
2018-01-27 02:50:00;53,05;61,34;44,05
2018-01-27 02:55:00;55,01;59,32;44,05
2018-01-27 03:00:00;55,53;59,64;44,04
2018-01-27 03:05:00;54,61;60,66;44,04
2018-01-27 03:10:00;32,94;33,92;0
2018-01-27 03:15:00;32,95;37,87;0
2018-01-27 03:20:00;30,95;34,94;0
2018-01-27 03:25:00;31,58;33,18;0
2018-01-27 03:30:00;32,53;35,87;0
2018-01-27 03:35:00;28,53;29,56;0
2018-01-27 03:40:00;30,37;33,04;0
2018-01-27 03:45:00;30,73;33,99;0
2018-01-27 03:50:00;27,74;31,41;0
2018-01-27 03:55:00;27,01;30,38;0
2018-01-27 04:00:00;28,19;30,1;0
2018-01-27 04:05:00;25,06;27,29;0
2018-01-27 04:10:00;26,6;30,4;0
2018-01-27 04:15:00;25,38;28,54;0
2018-01-27 04:20:00;25,83;28,51;0
2018-01-27 04:25:00;24,16;26,48;0
2018-01-27 04:30:00;26,09;29,05;0
2018-01-27 04:35:00;28,35;30,67;0
2018-01-27 04:40:00;25,49;27,62;0
2018-01-27 04:45:00;27,83;31,79;0
2018-01-27 04:50:00;26,98;30,59;0
2018-01-27 04:55:00;27,34;31,05;0
2018-01-27 05:00:00;24,74;27,89;0
2018-01-27 05:05:00;27,63;29,97;0
2018-01-27 05:10:00;27,64;30,94;0
2018-01-27 05:15:00;27,44;29,33;0
2018-01-27 05:20:00;26,77;29,49;0
2018-01-27 05:25:00;28,73;32,29;0
2018-01-27 05:30:00;28,33;31,74;0
2018-01-27 05:35:00;28,25;31,65;0
2018-01-27 05:40:00;28,43;31,8;0
2018-01-27 05:45:00;28,41;30,94;0
2018-01-27 05:50:00;31,27;34,21;0
2018-01-27 05:55:00;27,37;28,8;0
2018-01-27 06:00:00;27,85;30,09;0
2018-01-27 06:05:00;28,11;30,82;0
2018-01-27 06:10:00;34,95;39,11;0
2018-01-27 06:15:00;32,8;35,62;0
2018-01-27 06:20:00;28,9;31,66;0
2018-01-27 06:25:00;35,49;38,45;0
2018-01-27 06:30:00;33,7;36,28;0
2018-01-27 06:35:00;34,68;37,87;0
2018-01-27 06:40:00;36,16;39,94;0
2018-01-27 06:45:00;34,96;37,47;0
2018-01-27 06:50:00;38,25;40,18;0
2018-01-27 06:55:00;37,99;39,6;0
2018-01-27 07:00:00;38,85;40,92;0
2018-01-27 07:05:00;43,84;46,75;0
2018-01-27 07:10:00;42,71;44,73;0
2018-01-27 07:15:00;41,54;43,72;0
2018-01-27 07:20:00;43,15;45,27;0
2018-01-27 07:25:00;43,31;45,33;0
2018-01-27 07:30:00;48,65;50,81;0
2018-01-27 07:35:00;51,09;55,02;0
2018-01-27 07:40:00;48,92;52,33;0
2018-01-27 07:45:00;54,98;58,86;0
2018-01-27 07:50:00;53,58;54,77;0
2018-01-27 07:55:00;54,21;57,78;0
2018-01-27 08:00:00;55,19;57,02;0
2018-01-27 08:05:00;58,57;59,94;0
2018-01-27 08:10:00;60,14;61,49;0
2018-01-27 08:15:00;53,97;56,57;0
2018-01-27 08:20:00;63,88;65,6;0
2018-01-27 08:25:00;57,8;61,72;0
2018-01-27 08:30:00;59,11;63,12;0
2018-01-27 08:35:00;64,71;68,7;0
2018-01-27 08:40:00;58,45;61,78;0
2018-01-27 08:45:00;67,29;69,86;0
2018-01-27 08:50:00;66,71;67,38;0
2018-01-27 08:55:00;65,77;66,53;0
2018-01-27 09:00:00;63,04;67,4;0
2018-01-27 09:05:00;63,09;64,41;0
2018-01-27 09:10:00;63,82;65,66;0
2018-01-27 09:15:00;68,97;74,11;0
2018-01-27 09:20:00;76,23;79,91;0
2018-01-27 09:25:00;62,67;65,24;0
2018-01-27 09:30:00;69,71;74,27;0
2018-01-27 09:35:00;65,48;68,2;0
2018-01-27 09:40:00;66,58;68,8;0
2018-01-27 09:45:00;72,17;76,09;0
2018-01-27 09:50:00;71,32;75,55;0
2018-01-27 09:55:00;73,38;76,38;0
2018-01-27 10:00:00;66,05;66,51;0
2018-01-27 10:05:00;72,26;74,41;0
2018-01-27 10:10:00;79;81,79;0
2018-01-27 10:15:00;81,97;85,79;0
2018-01-27 10:20:00;71,58;73,93;0
2018-01-27 10:25:00;78,31;80,18;0
2018-01-27 10:30:00;78,25;79,59;0
2018-01-27 10:35:00;77,03;79,87;0
2018-01-27 10:40:00;75,13;78,98;0
2018-01-27 10:45:00;78,92;80,87;0
2018-01-27 10:50:00;72,6;75,44;0
2018-01-27 10:55:00;78,74;83,38;0
2018-01-27 11:00:00;85,07;90,77;0
2018-01-27 11:05:00;84,94;89,05;0
2018-01-27 11:10:00;80,23;86,46;0
2018-01-27 11:15:00;72,5;76,16;0
2018-01-27 11:20:00;83,74;84,38;0
2018-01-27 11:25:00;85,63;87,26;0
2018-01-27 11:30:00;76,68;80,12;0
2018-01-27 11:35:00;79,23;85,13;0
2018-01-27 11:40:00;79,75;82,83;0
2018-01-27 11:45:00;81,4;86,87;0
2018-01-27 11:50:00;76,24;77,81;0
2018-01-27 11:55:00;86,03;89,22;0
2018-01-27 12:00:00;81,93;85,27;0
2018-01-27 12:05:00;75,97;78,61;0
2018-01-27 12:10:00;89,92;91,4;0
2018-01-27 12:15:00;77,91;81,58;0
2018-01-27 12:20:00;84,98;87,93;0
2018-01-27 12:25:00;83,64;87,14;0
2018-01-27 12:30:00;78,34;83,58;0
2018-01-27 12:35:00;76,62;82,57;0
2018-01-27 12:40:00;78,19;81,21;0
2018-01-27 12:45:00;79,57;82,14;0
2018-01-27 12:50:00;85,18;87,15;0
2018-01-27 12:55:00;78,54;80,41;0
2018-01-27 13:00:00;75,25;76,51;0
2018-01-27 13:05:00;79,12;78,43;0
2018-01-27 13:10:00;81,26;86,1;0
2018-01-27 13:15:00;81,07;83,41;0
2018-01-27 13:20:00;74,14;77,35;0
2018-01-27 13:25:00;74,57;77,59;0
2018-01-27 13:30:00;79,13;82,93;0
2018-01-27 13:35:00;74,16;76,99;0
2018-01-27 13:40:00;80,25;83,94;0
2018-01-27 13:45:00;83,16;86,3;0
2018-01-27 13:50:00;82,66;88,32;0
2018-01-27 13:55:00;77,85;80,69;0
2018-01-27 14:00:00;72,54;74,8;0
2018-01-27 14:05:00;72,65;74,11;0
2018-01-27 14:10:00;76,75;78,12;0
2018-01-27 14:15:00;86,99;90,02;0
2018-01-27 14:20:00;77,12;82,74;0
2018-01-27 14:25:00;75,03;80,26;0
2018-01-27 14:30:00;71,66;72,41;0
2018-01-27 14:35:00;75,64;78,04;0
2018-01-27 14:40:00;73,59;76,13;0
2018-01-27 14:45:00;71,02;75,44;0
2018-01-27 14:50:00;79,13;82,4;0
2018-01-27 14:55:00;71,53;75,35;0
2018-01-27 15:00:00;78,79;81,4;0
2018-01-27 15:05:00;69,69;70,77;0
2018-01-27 15:10:00;78,39;83,05;0
2018-01-27 15:15:00;71,75;74,5;0
2018-01-27 15:20:00;75,2;78,73;0
2018-01-27 15:25:00;73,1;76,77;0
2018-01-27 15:30:00;79,48;84,2;0
2018-01-27 15:35:00;77,66;80,43;0
2018-01-27 15:40:00;70,64;75,17;0
2018-01-27 15:45:00;74,9;77,73;0
2018-01-27 15:50:00;78,83;80,4;0
2018-01-27 15:55:00;68,31;72,66;0
2018-01-27 16:00:00;70,59;74,78;0
2018-01-27 16:05:00;73,88;76,22;0
2018-01-27 16:10:00;77,59;79,7;0
2018-01-27 16:15:00;73,26;78,05;0
2018-01-27 16:20:00;75,92;79,09;0
2018-01-27 16:25:00;75,79;79,85;0
2018-01-27 16:30:00;95,21;99,69;44,2
2018-01-27 16:35:00;96,37;101,84;44,2
2018-01-27 16:40:00;92,77;97,99;44,22
2018-01-27 16:45:00;94,98;101,92;44,2
2018-01-27 16:50:00;94,86;101,25;44,2
2018-01-27 16:55:00;104,6;109,31;44,15
2018-01-27 17:00:00;99,7;103,04;44,17
2018-01-27 17:05:00;95,81;102,36;44,19
2018-01-27 17:10:00;98,08;104,58;44,17
2018-01-27 17:15:00;102,44;108,94;44,15
2018-01-27 17:20:00;91,65;96,65;44,2
2018-01-27 17:25:00;93,31;99,31;44,2
2018-01-27 17:30:00;98,59;106,25;44,16
2018-01-27 17:35:00;94,18;96,45;44,2
2018-01-27 17:40:00;95,98;101,78;44,17
2018-01-27 17:45:00;95,29;99,1;44,18
2018-01-27 17:50:00;94,74;101,25;44,17
2018-01-27 17:55:00;90,58;95,06;44,19
2018-01-27 18:00:00;100,49;107,8;44,14
2018-01-27 18:05:00;93,73;98,98;44,18
2018-01-27 18:10:00;98,09;102,75;44,16
2018-01-27 18:15:00;91,45;96,42;44,19
2018-01-27 18:20:00;100,61;104,06;44,14
2018-01-27 18:25:00;100,27;107,08;44,14
2018-01-27 18:30:00;97,07;102,67;44,15
2018-01-27 18:35:00;98,85;105,77;44,14
2018-01-27 18:40:00;102,92;110,09;44,11
2018-01-27 18:45:00;100,56;108,71;44,11
2018-01-27 18:50:00;95,41;101,4;44,15
2018-01-27 18:55:00;106,04;106,79;44,1
2018-01-27 19:00:00;94,24;101,03;44,15
2018-01-27 19:05:00;105,16;110,99;44,09
2018-01-27 19:10:00;101,38;103,62;44,12
2018-01-27 19:15:00;98,58;107,23;44,12
2018-01-27 19:20:00;94,79;105,36;44,13
2018-01-27 19:25:00;98,05;104,3;44,12
2018-01-27 19:30:00;98,55;103,85;44,12
2018-01-27 19:35:00;107,44;112,53;44,07
2018-01-27 19:40:00;98,6;106,45;44,12
2018-01-27 19:45:00;92,67;101,45;44,13
2018-01-27 19:50:00;102,21;107,13;44,09
2018-01-27 19:55:00;106,62;113,17;44,07
2018-01-27 20:00:00;94,84;99,23;44,13
2018-01-27 20:05:00;92,52;97,88;44,13
2018-01-27 20:10:00;102,53;104,39;44,09
2018-01-27 20:15:00;105,78;113,93;44,06
2018-01-27 20:20:00;108,58;112,46;44,05
2018-01-27 20:25:00;100,78;107,32;44,09
2018-01-27 20:30:00;96,55;101,32;44,11
2018-01-27 20:35:00;95,45;94,9;44,12
2018-01-27 20:40:00;96,24;102,78;44,11
2018-01-27 20:45:00;107;110,1;44,05
2018-01-27 20:50:00;102,17;103,78;44,08
2018-01-27 20:55:00;98,09;101,57;44,09
2018-01-27 21:00:00;104,52;107,71;44,06
2018-01-27 21:05:00;93,99;100,93;44,1
2018-01-27 21:10:00;101,2;105,06;44,07
2018-01-27 21:15:00;102,82;110,59;44,05
2018-01-27 21:20:00;99,35;105,56;44,07
2018-01-27 21:25:00;95,8;101,97;44,09
2018-01-27 21:30:00;101,72;104,53;44,07
2018-01-27 21:35:00;95,42;97,13;44,09
2018-01-27 21:40:00;94,05;98,76;44,09
2018-01-27 21:45:00;93,04;100,31;44,1
2018-01-27 21:50:00;98,33;103,75;44,07
2018-01-27 21:55:00;97,57;104,26;44,06
2018-01-27 22:00:00;94,57;102,27;44,08
2018-01-27 22:05:00;90,49;94,36;44,1
2018-01-27 22:10:00;93,32;99,82;44,08
2018-01-27 22:15:00;89,85;94,1;44,1
2018-01-27 22:20:00;100,96;107,78;44,04
2018-01-27 22:25:00;95,75;100,32;44,07
2018-01-27 22:30:00;85,21;88,98;44,12
2018-01-27 22:35:00;89,81;96,33;44,09
2018-01-27 22:40:00;85,28;92,61;44,11
2018-01-27 22:45:00;94,59;98,2;44,07
2018-01-27 22:50:00;81,76;88,1;44,13
2018-01-27 22:55:00;83,77;89,53;44,11
2018-01-27 23:00:00;85,32;89,95;44,11
2018-01-27 23:05:00;83,54;90,21;44,11
2018-01-27 23:10:00;80,87;86,59;44,12
2018-01-27 23:15:00;81,77;87,26;44,11
2018-01-27 23:20:00;86,75;94,56;44,08
2018-01-27 23:25:00;77,48;81,88;44,13
2018-01-27 23:30:00;82,16;89,46;44,1
2018-01-27 23:35:00;78,57;83,76;44,11
2018-01-27 23:40:00;81,3;86,78;44,1
2018-01-27 23:45:00;81,25;86,7;44,1
2018-01-27 23:50:00;78,22;83,87;44,12
2018-01-27 23:55:00;80,62;87,04;44,09
2018-01-28 00:00:00;73,72;80,72;44,12
2018-01-28 00:05:00;71,92;75,97;44,13
2018-01-28 00:10:00;73,7;80,92;44,11
2018-01-28 00:15:00;76,84;83,74;44,1
2018-01-28 00:20:00;71,4;76,35;44,12
2018-01-28 00:25:00;77,42;85,18;44,09
2018-01-28 00:30:00;68,33;72,39;44,14
2018-01-28 00:35:00;71,08;77,49;44,12
2018-01-28 00:40:00;66,92;72,58;44,13
2018-01-28 00:45:00;65,83;72,64;44,13
2018-01-28 00:50:00;64,59;72,08;44,13
2018-01-28 00:55:00;63,84;70,16;44,13
2018-01-28 01:00:00;65,11;70,51;44,13
2018-01-28 01:05:00;64,65;70,33;44,12
2018-01-28 01:10:00;63,06;69,26;44,13
2018-01-28 01:15:00;62,09;70,13;44,12
2018-01-28 01:20:00;60,17;65,69;44,13
2018-01-28 01:25:00;60,23;65,58;44,13
2018-01-28 01:30:00;60,48;67,34;44,12
2018-01-28 01:35:00;54,61;61,31;44,14
2018-01-28 01:40:00;56,27;60,86;44,14
2018-01-28 01:45:00;56,14;61,11;44,13
2018-01-28 01:50:00;53,11;57,04;44,14
2018-01-28 01:55:00;50,9;56,15;44,14
2018-01-28 02:00:00;51,89;57,28;44,14
2018-01-28 02:05:00;50,61;56,78;44,14
2018-01-28 02:10:00;48,95;55,45;44,14
2018-01-28 02:15:00;52,58;59,11;44,13
2018-01-28 02:20:00;48,93;54,77;44,14
2018-01-28 02:25:00;46,31;50,51;44,14
2018-01-28 02:30:00;46,64;53,12;44,14
2018-01-28 02:35:00;45,5;49,13;44,14
2018-01-28 02:40:00;48,36;54,17;44,13
2018-01-28 02:45:00;47,35;52,49;44,13
2018-01-28 02:50:00;47,42;52,95;44,12
2018-01-28 02:55:00;45,14;50,08;44,13
2018-01-28 03:00:00;47,25;52,87;44,12
2018-01-28 03:05:00;43,61;49,28;44,13
2018-01-28 03:10:00;42,33;47,88;44,13
2018-01-28 03:15:00;44,02;49,02;44,13
2018-01-28 03:20:00;45,28;49,19;44,12
2018-01-28 03:25:00;44,31;50,44;44,12
2018-01-28 03:30:00;42,42;49,48;44,12
2018-01-28 03:35:00;44,13;49,98;44,12
2018-01-28 03:40:00;42,47;46,84;44,12
2018-01-28 03:45:00;41,93;47,1;44,12
2018-01-28 03:50:00;41,44;46,08;44,12
2018-01-28 03:55:00;41,75;46,73;44,12
2018-01-28 04:00:00;41,59;48,1;44,11
2018-01-28 04:05:00;39,96;43,69;44,12
2018-01-28 04:10:00;42,19;46,78;44,11
2018-01-28 04:15:00;40,73;45,62;44,11
2018-01-28 04:20:00;42,9;48,64;44,09
2018-01-28 04:25:00;41,6;46,26;44,1
2018-01-28 04:30:00;41,01;45,58;44,1
2018-01-28 04:35:00;41,95;47,78;44,09
2018-01-28 04:40:00;41,37;44,89;44,09
2018-01-28 04:45:00;41,74;46,92;44,08
2018-01-28 04:50:00;21,95;24,27;0
2018-01-28 04:55:00;21,86;24,62;0
2018-01-28 05:00:00;19,65;22,42;0
2018-01-28 05:05:00;22,81;26,79;0
2018-01-28 05:10:00;23,64;26,37;0
2018-01-28 05:15:00;24,26;27,17;0
2018-01-28 05:20:00;24,33;27,84;0
2018-01-28 05:25:00;26,74;29,03;0
2018-01-28 05:30:00;28,86;31,49;0
2018-01-28 05:35:00;31,2;32,64;0
2018-01-28 05:40:00;34,66;36,41;0
2018-01-28 05:45:00;35,09;36,9;0
2018-01-28 05:50:00;40,04;40,72;0
2018-01-28 05:55:00;41,82;42,02;0
2018-01-28 06:00:00;47,76;50,73;0
2018-01-28 06:05:00;46,02;48,2;0
2018-01-28 06:10:00;51,09;53,27;0
2018-01-28 06:15:00;53,94;55,13;0
2018-01-28 06:20:00;57,6;58,35;0
2018-01-28 06:25:00;55,8;55,46;0
2018-01-28 06:30:00;59,27;60,58;0
2018-01-28 06:35:00;58,66;60,02;0
2018-01-28 06:40:00;67,23;69,79;0
2018-01-28 06:45:00;60,22;61,97;0
2018-01-28 06:50:00;63,59;65,51;0
2018-01-28 06:55:00;66,8;67,22;0
2018-01-28 07:00:00;70,94;73,16;0
2018-01-28 07:05:00;58,4;57,78;0
2018-01-28 07:10:00;74,04;75,7;0
2018-01-28 07:15:00;72,48;75,34;0
2018-01-28 07:20:00;82,18;81,81;0
2018-01-28 07:25:00;75,61;80,26;0
2018-01-28 07:30:00;81,59;84,66;0
2018-01-28 07:35:00;81,5;83,31;0
2018-01-28 07:40:00;78,95;84,45;0
2018-01-28 07:45:00;81,84;84,94;0
2018-01-28 07:50:00;83,27;86,84;0
2018-01-28 07:55:00;86,9;88,65;0
2018-01-28 08:00:00;89,27;90,47;0
2018-01-28 08:05:00;78,87;82,18;0
2018-01-28 08:10:00;87,34;89,88;0
2018-01-28 08:15:00;96,25;98,27;0
2018-01-28 08:20:00;91,74;95,01;0
2018-01-28 08:25:00;81,37;86,71;0
2018-01-28 08:30:00;85,45;83,84;0
2018-01-28 08:35:00;83,39;87,8;0
2018-01-28 08:40:00;86,61;87,85;0
2018-01-28 08:45:00;83,71;87,96;0
2018-01-28 08:50:00;85,69;91,07;0
2018-01-28 08:55:00;90,77;95,66;0
2018-01-28 09:00:00;90,67;90,74;0
2018-01-28 09:05:00;97,2;101,81;0
2018-01-28 09:10:00;88,38;88,92;0
2018-01-28 09:15:00;85,84;90,56;0
2018-01-28 09:20:00;86,58;89,33;0
2018-01-28 09:25:00;86,11;92,13;0
2018-01-28 09:30:00;90,59;95,14;0
2018-01-28 09:35:00;87,09;92,61;0
2018-01-28 09:40:00;83,59;88,21;0
2018-01-28 09:45:00;92,36;93,17;0
2018-01-28 09:50:00;87,19;91,13;0
2018-01-28 09:55:00;89,42;95,35;0
2018-01-28 10:00:00;84,85;87,56;0
2018-01-28 10:05:00;95,09;94,52;0
2018-01-28 10:10:00;92,28;96,94;0
2018-01-28 10:15:00;88,65;93,43;0
2018-01-28 10:20:00;85,22;89,03;0
2018-01-28 10:25:00;89,14;92,48;0
2018-01-28 10:30:00;91,81;94,23;0
2018-01-28 10:35:00;96,09;98,04;0
2018-01-28 10:40:00;94,97;97,13;0
2018-01-28 10:45:00;83,46;91,37;0
2018-01-28 10:50:00;83,3;86,96;0
2018-01-28 10:55:00;87,59;86,84;0
2018-01-28 11:00:00;89,18;93,84;0
2018-01-28 11:05:00;86,55;90,33;0
2018-01-28 11:10:00;97,36;101,47;0
2018-01-28 11:15:00;79,62;82,63;0
2018-01-28 11:20:00;91,92;95,82;0
2018-01-28 11:25:00;87,06;90,1;0
2018-01-28 11:30:00;85,43;86,69;0
2018-01-28 11:35:00;93,26;96,2;0
2018-01-28 11:40:00;88,81;92,88;0
2018-01-28 11:45:00;95,73;100,97;0
2018-01-28 11:50:00;90,01;96,39;0
2018-01-28 11:55:00;100,6;106,2;0
2018-01-28 12:00:00;90,81;96,72;0
2018-01-28 12:05:00;85,17;89,55;0
2018-01-28 12:10:00;87,91;94,37;0
2018-01-28 12:15:00;86,25;87,11;0
2018-01-28 12:20:00;87,81;94,68;0
2018-01-28 12:25:00;82,03;86,6;0
2018-01-28 12:30:00;77,17;81,22;0
2018-01-28 12:35:00;89,22;91,51;0
2018-01-28 12:40:00;96,79;100,19;0
2018-01-28 12:45:00;90,08;95,61;0
2018-01-28 12:50:00;84,54;90,7;0
2018-01-28 12:55:00;88,64;88,67;0
2018-01-28 13:00:00;83,5;87,52;0
2018-01-28 13:05:00;86,21;86,36;0
2018-01-28 13:10:00;84,24;90,08;0
2018-01-28 13:15:00;80,92;83,63;0
2018-01-28 13:20:00;82,08;83,32;0
2018-01-28 13:25:00;82,12;85,38;0
2018-01-28 13:30:00;89,79;93,74;0
2018-01-28 13:35:00;89,3;90,38;0
2018-01-28 13:40:00;91,35;95,03;0
2018-01-28 13:45:00;81,83;82,31;0
2018-01-28 13:50:00;80,55;82,21;0
2018-01-28 13:55:00;86,83;90,24;0
2018-01-28 14:00:00;80,95;82,67;0
2018-01-28 14:05:00;84,64;91,96;0
2018-01-28 14:10:00;79,42;83,57;0
2018-01-28 14:15:00;81,02;84,53;0
2018-01-28 14:20:00;79,89;81,67;0
2018-01-28 14:25:00;79,19;81,67;0
2018-01-28 14:30:00;78,8;82,14;0
2018-01-28 14:35:00;79,79;84,41;0
2018-01-28 14:40:00;81,22;81,66;0
2018-01-28 14:45:00;78,22;78,26;0
2018-01-28 14:50:00;72,16;76,73;0
2018-01-28 14:55:00;65,42;67,78;0
2018-01-28 15:00:00;80,42;85,13;0
2018-01-28 15:05:00;82,96;87,57;0
2018-01-28 15:10:00;79,62;84,8;0
2018-01-28 15:15:00;72,54;78,16;0
2018-01-28 15:20:00;72,01;77,71;0
2018-01-28 15:25:00;76,46;81,44;0
2018-01-28 15:30:00;71,79;76,68;0
2018-01-28 15:35:00;76,34;79,94;0
2018-01-28 15:40:00;68,89;74,94;0
2018-01-28 15:45:00;73,98;79,56;0
2018-01-28 15:50:00;75,67;77,67;0
2018-01-28 15:55:00;80,83;84,41;0
2018-01-28 16:00:00;73,78;76,27;0
2018-01-28 16:05:00;68,06;71,74;0
2018-01-28 16:10:00;75,74;77,94;0
2018-01-28 16:15:00;77,03;81,22;0
2018-01-28 16:20:00;74,12;75,94;0
2018-01-28 16:25:00;99,07;104,41;44,19
2018-01-28 16:30:00;90,7;96,91;44,23
2018-01-28 16:35:00;88,97;94,82;44,23
2018-01-28 16:40:00;96,59;103,7;44,19
2018-01-28 16:45:00;104,68;111,14;44,15
2018-01-28 16:50:00;95,8;102,24;44,19
2018-01-28 16:55:00;101,61;103,28;44,18
2018-01-28 17:00:00;94,78;100,54;44,19
2018-01-28 17:05:00;89,05;95,83;44,22
2018-01-28 17:10:00;90,48;98,18;44,22
2018-01-28 17:15:00;97,74;101,65;44,18
2018-01-28 17:20:00;94,79;99,22;44,19
2018-01-28 17:25:00;98,47;106,68;44,16
2018-01-28 17:30:00;96,88;102,01;44,17
2018-01-28 17:35:00;97,08;102,34;44,16
2018-01-28 17:40:00;97,63;101,58;44,17
2018-01-28 17:45:00;105,58;113,02;44,12
2018-01-28 17:50:00;99,96;105,68;44,14
2018-01-28 17:55:00;96,02;102,74;44,16
2018-01-28 18:00:00;93,67;97,87;44,18
2018-01-28 18:05:00;95,63;101,13;44,16
2018-01-28 18:10:00;96,15;102,88;44,16
2018-01-28 18:15:00;102,87;108,99;44,13
2018-01-28 18:20:00;101,06;107,05;44,13
2018-01-28 18:25:00;94,11;97,12;44,16
2018-01-28 18:30:00;102,25;105,6;44,12
2018-01-28 18:35:00;103,31;110,23;44,11
2018-01-28 18:40:00;97,89;101,34;44,14
2018-01-28 18:45:00;98,09;104,68;44,14
2018-01-28 18:50:00;96,14;100,49;44,14
2018-01-28 18:55:00;102,33;110,27;44,11
2018-01-28 19:00:00;100,33;105,72;44,11
2018-01-28 19:05:00;96,15;103,18;44,13
2018-01-28 19:10:00;104,09;109,33;44,1
2018-01-28 19:15:00;99,58;107,78;44,12
2018-01-28 19:20:00;91,23;98,29;44,15
2018-01-28 19:25:00;100,29;105,24;44,1
2018-01-28 19:30:00;105,27;107,94;44,09
2018-01-28 19:35:00;101,67;107,96;44,1
2018-01-28 19:40:00;100,82;105,4;44,1
2018-01-28 19:45:00;102,53;106,24;44,09
2018-01-28 19:50:00;98,37;105,8;44,1
2018-01-28 19:55:00;102,97;108,41;44,08
2018-01-28 20:00:00;97,13;102,62;44,11
2018-01-28 20:05:00;104,41;110,23;44,07
2018-01-28 20:10:00;95,94;103,45;44,11
2018-01-28 20:15:00;109,07;112,46;44,04
2018-01-28 20:20:00;104,63;107,9;44,07
2018-01-28 20:25:00;96,15;100,89;44,12
2018-01-28 20:30:00;102,74;107,79;44,07
2018-01-28 20:35:00;99,59;104,42;44,09
2018-01-28 20:40:00;105,72;106,75;44,06
2018-01-28 20:45:00;102,87;108,76;44,07
2018-01-28 20:50:00;103,01;108,86;44,06
2018-01-28 20:55:00;100,04;105,04;44,07
2018-01-28 21:00:00;107,3;111,61;44,03
2018-01-28 21:05:00;99,78;103,58;44,08
2018-01-28 21:10:00;105,65;111,87;44,04
2018-01-28 21:15:00;107,4;113,96;44,02
2018-01-28 21:20:00;106,63;113,55;44,03
2018-01-28 21:25:00;110,8;115,27;44,01
2018-01-28 21:30:00;107,3;111,2;44,03
2018-01-28 21:35:00;98,26;104,54;44,07
2018-01-28 21:40:00;99,79;102,02;44,07
2018-01-28 21:45:00;98,51;103,62;44,06
2018-01-28 21:50:00;102,95;105,99;44,05
2018-01-28 21:55:00;102,17;109,2;44,04
2018-01-28 22:00:00;94,97;101,17;44,07
2018-01-28 22:05:00;97,42;100,45;44,07
2018-01-28 22:10:00;93,68;96,15;44,09
2018-01-28 22:15:00;91,57;98,48;44,09
2018-01-28 22:20:00;87,57;92,14;44,1
2018-01-28 22:25:00;101,5;108,1;44,03
2018-01-28 22:30:00;90,46;94,67;44,09
2018-01-28 22:35:00;86,31;91,19;44,11
2018-01-28 22:40:00;89,37;94,55;44,09
2018-01-28 22:45:00;97,59;105,15;44,04
2018-01-28 22:50:00;93,8;98,54;44,07
2018-01-28 22:55:00;85,61;90,29;44,1
2018-01-28 23:00:00;91,35;96,35;44,07
2018-01-28 23:05:00;83,62;92,07;44,1
2018-01-28 23:10:00;84,63;89,32;44,1
2018-01-28 23:15:00;83,37;89,74;44,09
2018-01-28 23:20:00;87,19;91,47;44,09
